35078500;411504977;411504979;
35078500;411504979;420777494;
35078500;420777494;411504981;
35078500;411504981;4590506320;
35078500;4590506320;411504984;
35078500;411504984;411504986;
35078500;411504986;4455723315;
35078500;4455723315;411504987;
35078500;411504987;412249442;
35078500;412249442;2084090872;
35078500;2084090872;3554953622;
35078500;3554953622;411504967;
35078501;411504995;411835470;
35078501;411835470;411504997;
35078501;411504997;445439284;
35078501;445439284;432578810;
35078501;432578810;411504999;
35078501;411504999;432578813;
35078501;432578813;445439290;
35078501;445439290;411504977;
35105021;420777494;445439255;
35105021;445439255;445439258;
35105021;445439258;445439261;
35105021;445439261;1223751575;
35145521;411504977;412249448;
35145521;412249448;4566797421;
35145521;4566797421;4718388481;
35145521;4718388481;412249449;
35145521;412249449;412249450;
35145521;412249450;412248019;
35145521;412248019;412249451;
35145521;412249451;420776939;
35145521;420776939;432578781;
35145521;432578781;4523960189;
35145521;4523960189;420776943;
35997812;420777496;445439274;
35997812;445439274;412256453;
35997812;412256453;411835470;
35997812;411835470;4455723310;
35997812;4455723310;411835382;
35997812;411835382;4455723303;
35997812;4455723303;4566797450;
35997812;4566797450;4566797461;
35997812;4566797461;411835384;
37141983;411835382;432578938;
37141983;432578938;432578945;
37141983;432578945;432578817;
37141985;445439255;445439343;
37141985;445439343;2073943322;
37141985;2073943322;432578813;
37141985;432578813;432578945;
37937529;445439274;445439334;
37937529;445439334;1223751730;
37937529;1223751730;1223751697;
37937529;1223751697;445439337;
37937529;445439337;445439340;
37937530;411504999;2073943320;
37937530;2073943320;445439340;
37937530;445439340;445439258;
37937531;445439343;445439344;
37937532;445439347;445439344;
37937532;445439344;2073943321;
37937532;2073943321;445439290;
37937534;445439334;4573598492;
37937534;4573598492;445439284;
106334856;1223751661;1223751647;
106334856;1223751647;1223751786;
106334856;1223751786;1223751699;
106334856;1223751699;1223751620;
106334856;1223751620;1223751586;
106334856;1223751586;1223751633;
106334856;1223751633;4455723319;
106334856;4455723319;411504984;
106334858;1223751687;1223751681;
106334858;1223751681;1223751606;
106334858;1223751606;445439265;
106334858;445439265;1223751631;
106334858;1223751631;1223751575;
106334858;1223751575;1223751712;
106334858;1223751712;3554953534;
106334858;3554953534;1223751687;
106334858;1223751687;1223751631;
106334859;1223751730;1223751631;
106334860;445439337;4573598491;
106334860;4573598491;432578810;
106334860;432578810;432578938;
106334863;1223751575;1223751697;
197100020;2073943321;2073943322;
197100020;2073943322;2073943320;
238249552;412249448;2460915650;
238249552;2460915650;2460915651;
238249556;2460915663;2460915671;
238249556;2460915671;2460915664;
238249556;2460915664;2460915665;
238249556;2460915665;2460915666;
238249556;2460915666;2460915667;
238249556;2460915667;2460915668;
238249556;2460915668;2460915669;
238249556;2460915669;2460915670;
238249557;2460915671;2460915672;
448568790;411835386;4455723293;
448568790;4455723293;4455723294;
448568790;4455723294;4455723295;
448568795;4455723303;4455723314;
448568795;4455723314;4455723304;
448568795;4455723304;4455723305;
448568795;4455723305;4455723306;
448568795;4455723306;4455723307;
448568795;4455723307;4455723308;
448568795;4455723308;4455723309;
448568795;4455723309;432578922;
448568798;4455723317;4455723318;
448568798;4455723318;4455723319;
461135460;4566797414;4566797415;
461135460;4566797415;4566797416;
461135460;4566797416;4566797417;
461135460;4566797417;4566797418;
461135460;4566797418;4566797419;
461135460;4566797419;4566797420;
461135460;4566797420;4566797421;
461135462;4566797441;4566797443;
461135462;4566797443;4566797444;
461135462;4566797444;4566797445;
461135462;4566797445;4566797446;
461135462;4566797446;4566797447;
461135462;4566797447;4566797448;
461135462;4566797448;4566797449;
461135462;4566797449;4566797450;
461135463;4566797441;4566797442;
461135464;4566797452;4566797453;
461135465;4566797452;4566797454;
461135465;4566797454;4566797455;
461135465;4566797455;4566797456;
461135465;4566797456;4566797457;
461135465;4566797457;4566797458;
461135465;4566797458;4566797459;
461135465;4566797459;4566797460;
461135465;4566797460;4566797461;
461925685;4573598491;4573598492;
461925689;432578922;5310412100;
461925689;5310412100;432578925;
461925689;432578925;432578930;
461925689;432578930;411835384;
461925689;411835384;411835385;
461925689;411835385;411835386;
461925689;411835386;411835387;
461925689;411835387;4566797451;
461925689;4566797451;4566797453;
461925689;4566797453;411835388;
461925689;411835388;2460915663;
461925689;2460915663;411835389;
461925689;411835389;4566797442;
461925689;4566797442;411835390;
461925689;411835390;411835391;
461925689;411835391;432578817;
461925689;432578817;411835393;
461925689;411835393;411504977;
463835631;445439347;4590506319;
463835633;4590506321;4590506320;
463835634;4590506321;4590506322;
463835634;4590506322;4590506323;
463835634;4590506323;4590506324;
463835634;4590506324;4590506325;
463835634;4590506325;4590506326;
463835634;4590506326;4590506321;
